Node name,sub deadline ratio,DSP,Shared mem,Const mem,data mem
read_hidden_1_1x1_71,0.43,None,3,None,None
read_u3_z_0_1x128_0,0.47,None,None,5,None
multiply_1162,0.48,2,None,None,None
add_1299,0.43,2,None,None,None
read_b3_z_0,0.27,None,None,5,None
add_1425,0.13,2,None,None,None
read_hidden_1_1x1_1_71,0.29,None,3,None,None
read_u3_z_1_1x128_0,0.37,None,None,5,None
multiply_1167,0.18,2,None,None,None
add_1300,0.10,2,None,None,None
read_hidden_1_1x1_2_71,0.46,None,3,None,None
read_u3_z_2_1x128_0,0.47,None,None,5,None
multiply_1168,0.25,2,None,None,None
add_1301,0.32,2,None,None,None
read_hidden_1_1x1_3_71,0.31,None,3,None,None
read_u3_z_3_1x128_0,0.16,None,None,5,None
multiply_1169,0.11,2,None,None,None
add_1302,0.37,2,None,None,None
read_hidden_1_1x1_4_71,0.34,None,3,None,None
read_u3_z_4_1x128_0,0.44,None,None,5,None
multiply_1170,0.10,2,None,None,None
add_1303,0.42,2,None,None,None
read_hidden_1_1x1_5_71,0.41,None,3,None,None
read_u3_z_5_1x128_0,0.43,None,None,5,None
multiply_1171,0.28,2,None,None,None
add_1304,0.40,2,None,None,None
read_hidden_1_1x1_6_71,0.33,None,3,None,None
read_u3_z_6_1x128_0,0.30,None,None,5,None
multiply_1172,0.38,2,None,None,None
add_1305,0.23,2,None,None,None
read_hidden_1_1x1_7_71,0.14,None,3,None,None
read_u3_z_7_1x128_0,0.19,None,None,5,None
multiply_1173,0.23,2,None,None,None
add_1306,0.43,2,None,None,None
read_hidden_1_1x1_8_71,0.31,None,3,None,None
read_u3_z_8_1x128_0,0.12,None,None,5,None
multiply_1174,0.14,2,None,None,None
add_1307,0.32,2,None,None,None
read_hidden_1_1x1_9_71,0.22,None,3,None,None
read_u3_z_9_1x128_0,0.42,None,None,5,None
multiply_1175,0.12,2,None,None,None
add_1308,0.18,2,None,None,None
read_hidden_1_1x1_10_71,0.49,None,3,None,None
read_u3_z_10_1x128_0,0.50,None,None,5,None
multiply_1176,0.13,2,None,None,None
add_1309,0.48,2,None,None,None
read_hidden_1_1x1_11_71,0.25,None,3,None,None
read_u3_z_11_1x128_0,0.30,None,None,5,None
multiply_1177,0.37,2,None,None,None
add_1310,0.41,2,None,None,None
read_hidden_1_1x1_12_71,0.39,None,3,None,None
read_u3_z_12_1x128_0,0.32,None,None,5,None
