Node name,sub deadline ratio,DSP,Shared mem,Const mem,data mem
read_hidden_1_1x1_71,0.23,None,3,None,None
read_u3_z_0_1x32_0,0.43,None,None,5,None
multiply_1162,0.46,2,None,None,None
add_1300,0.18,2,None,None,None
read_b3_z_0,0.28,None,None,5,None
add_1331,0.38,2,None,None,None
read_hidden_1_1x1_1_71,0.30,None,3,None,None
read_u3_z_1_1x32_0,0.22,None,None,5,None
multiply_1163,0.43,2,None,None,None
add_1301,0.46,2,None,None,None
read_hidden_1_1x1_2_71,0.33,None,3,None,None
read_u3_z_2_1x32_0,0.33,None,None,5,None
multiply_1164,0.22,2,None,None,None
add_1302,0.39,2,None,None,None
read_hidden_1_1x1_3_71,0.29,None,3,None,None
read_u3_z_3_1x32_0,0.36,None,None,5,None
multiply_1165,0.15,2,None,None,None
add_1303,0.24,2,None,None,None
read_hidden_1_1x1_4_71,0.14,None,3,None,None
read_u3_z_4_1x32_0,0.22,None,None,5,None
multiply_1166,0.45,2,None,None,None
add_1304,0.46,2,None,None,None
read_hidden_1_1x1_5_71,0.32,None,3,None,None
read_u3_z_5_1x32_0,0.46,None,None,5,None
multiply_1167,0.13,2,None,None,None
add_1305,0.22,2,None,None,None
read_hidden_1_1x1_6_71,0.32,None,3,None,None
read_u3_z_6_1x32_0,0.29,None,None,5,None
multiply_1168,0.41,2,None,None,None
add_1306,0.14,2,None,None,None
read_hidden_1_1x1_7_71,0.25,None,3,None,None
read_u3_z_7_1x32_0,0.43,None,None,5,None
multiply_1169,0.16,2,None,None,None
add_1307,0.22,2,None,None,None
read_hidden_1_1x1_8_71,0.20,None,3,None,None
read_u3_z_8_1x32_0,0.47,None,None,5,None
multiply_1170,0.47,2,None,None,None
add_1308,0.38,2,None,None,None
read_hidden_1_1x1_9_71,0.43,None,3,None,None
read_u3_z_9_1x32_0,0.39,None,None,5,None
multiply_1171,0.49,2,None,None,None
add_1309,0.19,2,None,None,None
read_hidden_1_1x1_10_71,0.44,None,3,None,None
read_u3_z_10_1x32_0,0.30,None,None,5,None
