Node name,sub deadline ratio,DSP,Shared mem,Const mem,data mem
read_in_1x1_0,0.28,None,None,None,3
multiply_1,0.11,2,None,None,None
read_w1_z_1x128_0,0.22,None,None,5,None
write_result_w1_z_1x128_in_0,0.25,None,None,None,3
multiply_2,0.32,2,None,None,None
read_w1_h_1x128_0,0.13,None,None,5,None
write_result_w1_h_1x128_in_0,0.36,None,None,None,3
multiply_3,0.20,2,None,None,None
read_w1_r_1x128_0,0.30,None,None,5,None
write_result_w1_r_1x128_in_0,0.31,None,None,None,3
read_hidden_1_1x1_0,0.39,None,3,None,None
multiply_4,0.19,2,None,None,None
read_u1_z_0_1x128_0,0.44,None,None,5,None
add_0,0.17,2,None,None,None
read_result_w1_z_1x128_in_0,0.15,None,None,None,3
read_b1_z_0,0.28,None,None,5,None
add_128,0.15,2,None,None,None
read_hidden_1_1x1_1_0,0.14,None,3,None,None
multiply_5,0.38,2,None,None,None
read_u1_z_1_1x128_0,0.27,None,None,5,None
add_1,0.10,2,None,None,None
read_hidden_1_1x1_2_0,0.46,None,3,None,None
multiply_6,0.32,2,None,None,None
read_u1_z_2_1x128_0,0.42,None,None,5,None
add_2,0.34,2,None,None,None
read_hidden_1_1x1_3_0,0.29,None,3,None,None
multiply_7,0.39,2,None,None,None
read_u1_z_3_1x128_0,0.16,None,None,5,None
add_3,0.31,2,None,None,None
read_hidden_1_1x1_4_0,0.42,None,3,None,None
multiply_8,0.34,2,None,None,None
read_u1_z_4_1x128_0,0.28,None,None,5,None
add_4,0.21,2,None,None,None
read_hidden_1_1x1_5_0,0.10,None,3,None,None
multiply_9,0.29,2,None,None,None
read_u1_z_5_1x128_0,0.22,None,None,5,None
add_5,0.12,2,None,None,None
read_hidden_1_1x1_6_0,0.18,None,3,None,None
multiply_10,0.33,2,None,None,None
read_u1_z_6_1x128_0,0.25,None,None,5,None
add_6,0.12,2,None,None,None
read_hidden_1_1x1_7_0,0.37,None,3,None,None
multiply_11,0.14,2,None,None,None
read_u1_z_7_1x128_0,0.30,None,None,5,None
add_7,0.20,2,None,None,None
read_hidden_1_1x1_8_0,0.39,None,3,None,None
multiply_12,0.34,2,None,None,None
read_u1_z_8_1x128_0,0.46,None,None,5,None
add_8,0.23,2,None,None,None
read_hidden_1_1x1_9_0,0.37,None,3,None,None
multiply_13,0.31,2,None,None,None
read_u1_z_9_1x128_0,0.43,None,None,5,None
add_9,0.12,2,None,None,None
read_hidden_1_1x1_10_0,0.35,None,3,None,None
multiply_14,0.27,2,None,None,None
read_u1_z_10_1x128_0,0.13,None,None,5,None
add_10,0.12,2,None,None,None
read_hidden_1_1x1_11_0,0.30,None,3,None,None
multiply_15,0.47,2,None,None,None
read_u1_z_11_1x128_0,0.41,None,None,5,None
add_11,0.42,2,None,None,None
read_hidden_1_1x1_12_0,0.42,None,3,None,None
multiply_16,0.25,2,None,None,None
read_u1_z_12_1x128_0,0.18,None,None,5,None
add_12,0.19,2,None,None,None
read_hidden_1_1x1_13_0,0.40,None,3,None,None
multiply_17,0.50,2,None,None,None
read_u1_z_13_1x128_0,0.24,None,None,5,None
add_13,0.25,2,None,None,None
read_hidden_1_1x1_14_0,0.20,None,3,None,None
multiply_18,0.32,2,None,None,None
