Node name,sub deadline ratio,DSP,Shared mem,Const mem,data mem
read_hidden_1_1x1_71,0.26,None,3,None,None
read_u3_z_0_1x128_0,0.48,None,None,5,None
multiply_1162,0.16,2,None,None,None
add_1299,0.30,2,None,None,None
read_b3_z_0,0.34,None,None,5,None
add_1425,0.30,2,None,None,None
read_hidden_1_1x1_1_71,0.39,None,3,None,None
read_u3_z_1_1x128_0,0.33,None,None,5,None
multiply_1167,0.34,2,None,None,None
add_1300,0.38,2,None,None,None
read_hidden_1_1x1_2_71,0.31,None,3,None,None
read_u3_z_2_1x128_0,0.23,None,None,5,None
multiply_1168,0.32,2,None,None,None
add_1301,0.30,2,None,None,None
read_hidden_1_1x1_3_71,0.30,None,3,None,None
read_u3_z_3_1x128_0,0.31,None,None,5,None
multiply_1169,0.25,2,None,None,None
add_1302,0.41,2,None,None,None
read_hidden_1_1x1_4_71,0.42,None,3,None,None
read_u3_z_4_1x128_0,0.24,None,None,5,None
multiply_1170,0.14,2,None,None,None
add_1303,0.19,2,None,None,None
read_hidden_1_1x1_5_71,0.17,None,3,None,None
read_u3_z_5_1x128_0,0.31,None,None,5,None
multiply_1171,0.17,2,None,None,None
add_1304,0.44,2,None,None,None
read_hidden_1_1x1_6_71,0.30,None,3,None,None
read_u3_z_6_1x128_0,0.30,None,None,5,None
multiply_1172,0.17,2,None,None,None
add_1305,0.38,2,None,None,None
read_hidden_1_1x1_7_71,0.23,None,3,None,None
read_u3_z_7_1x128_0,0.47,None,None,5,None
multiply_1173,0.16,2,None,None,None
add_1306,0.36,2,None,None,None
read_hidden_1_1x1_8_71,0.46,None,3,None,None
read_u3_z_8_1x128_0,0.47,None,None,5,None
multiply_1174,0.44,2,None,None,None
add_1307,0.42,2,None,None,None
read_hidden_1_1x1_9_71,0.32,None,3,None,None
read_u3_z_9_1x128_0,0.19,None,None,5,None
multiply_1175,0.21,2,None,None,None
add_1308,0.46,2,None,None,None
read_hidden_1_1x1_10_71,0.29,None,3,None,None
read_u3_z_10_1x128_0,0.11,None,None,5,None
multiply_1176,0.24,2,None,None,None
add_1309,0.48,2,None,None,None
read_hidden_1_1x1_11_71,0.16,None,3,None,None
read_u3_z_11_1x128_0,0.50,None,None,5,None
multiply_1177,0.23,2,None,None,None
add_1310,0.29,2,None,None,None
read_hidden_1_1x1_12_71,0.15,None,3,None,None
read_u3_z_12_1x128_0,0.38,None,None,5,None
multiply_1178,0.16,2,None,None,None
add_1311,0.27,2,None,None,None
read_hidden_1_1x1_13_71,0.34,None,3,None,None
read_u3_z_13_1x128_0,0.25,None,None,5,None
multiply_1179,0.33,2,None,None,None
add_1312,0.35,2,None,None,None
read_hidden_1_1x1_14_71,0.26,None,3,None,None
read_u3_z_14_1x128_0,0.10,None,None,5,None
multiply_1180,0.27,2,None,None,None
add_1313,0.23,2,None,None,None
read_hidden_1_1x1_15_71,0.49,None,3,None,None
read_u3_z_15_1x128_0,0.34,None,None,5,None
