Node name,sub deadline ratio,DSP,Shared mem,Const mem,data mem
read_in_1x1_0,0.13,None,None,None,3
multiply_1,0.33,2,None,None,None
read_w1_z_1x128_0,0.28,None,None,5,None
write_result_w1_z_1x128_in_0,0.38,None,None,None,3
multiply_2,0.16,2,None,None,None
read_w1_h_1x128_0,0.15,None,None,5,None
write_result_w1_h_1x128_in_0,0.34,None,None,None,3
multiply_3,0.32,2,None,None,None
read_w1_r_1x128_0,0.26,None,None,5,None
write_result_w1_r_1x128_in_0,0.32,None,None,None,3
read_hidden_1_1x1_0,0.43,None,3,None,None
multiply_4,0.50,2,None,None,None
read_u1_z_0_1x128_0,0.25,None,None,5,None
add_0,0.28,2,None,None,None
read_result_w1_z_1x128_in_0,0.39,None,None,None,3
read_b1_z_0,0.42,None,None,5,None
add_128,0.18,2,None,None,None
read_hidden_1_1x1_1_0,0.35,None,3,None,None
multiply_5,0.31,2,None,None,None
read_u1_z_1_1x128_0,0.30,None,None,5,None
add_1,0.12,2,None,None,None
read_hidden_1_1x1_2_0,0.17,None,3,None,None
multiply_6,0.11,2,None,None,None
read_u1_z_2_1x128_0,0.20,None,None,5,None
add_2,0.18,2,None,None,None
read_hidden_1_1x1_3_0,0.29,None,3,None,None
multiply_7,0.18,2,None,None,None
read_u1_z_3_1x128_0,0.28,None,None,5,None
add_3,0.28,2,None,None,None
read_hidden_1_1x1_4_0,0.16,None,3,None,None
multiply_8,0.21,2,None,None,None
read_u1_z_4_1x128_0,0.15,None,None,5,None
add_4,0.21,2,None,None,None
read_hidden_1_1x1_5_0,0.12,None,3,None,None
multiply_9,0.11,2,None,None,None
read_u1_z_5_1x128_0,0.29,None,None,5,None
add_5,0.30,2,None,None,None
read_hidden_1_1x1_6_0,0.43,None,3,None,None
multiply_10,0.26,2,None,None,None
read_u1_z_6_1x128_0,0.39,None,None,5,None
add_6,0.45,2,None,None,None
read_hidden_1_1x1_7_0,0.43,None,3,None,None
multiply_11,0.21,2,None,None,None
read_u1_z_7_1x128_0,0.43,None,None,5,None
add_7,0.39,2,None,None,None
read_hidden_1_1x1_8_0,0.20,None,3,None,None
multiply_12,0.14,2,None,None,None
read_u1_z_8_1x128_0,0.37,None,None,5,None
add_8,0.23,2,None,None,None
read_hidden_1_1x1_9_0,0.10,None,3,None,None
multiply_13,0.10,2,None,None,None
read_u1_z_9_1x128_0,0.24,None,None,5,None
