Node name,sub deadline ratio,DSP,Shared mem,Const mem,data mem
read_dense_result_0_0,0.35,None,None,None,3
read_dense_result_previous_0_0,0.37,None,None,None,3
add_2624,0.41,2,None,None,None
write_output_sum_0,0.25,None,None,None,3
read_output_sum_0,0.15,None,None,None,3
multiply_3000,0.49,2,None,None,None
read_time_sum_0,0.28,None,None,5,None
write_out_time_mul_0,0.37,None,None,None,3
read_out_time_mul_0,0.34,None,None,None,3
divide_15,0.12,8,None,None,None
read_two_0,0.21,None,None,5,None
write_tau1_and_tau2_0,0.49,None,None,None,3
read_tau1_and_tau2_0,0.40,None,None,None,3
add_2625,0.26,2,None,None,None
read_tau1_1000,0.28,None,None,None,3
write_tau1_1000,0.43,None,None,None,3
read_tau2_1000,0.39,None,None,None,3
write_tau2_1000,0.19,None,None,None,3
add_2626,0.15,2,None,None,None
divide_16,0.16,8,None,None,None
read_ar1_0,0.41,None,None,None,3
read_tau1_2001,0.24,None,None,None,3
write_tau1_2001,0.12,None,None,None,3
divide_17,0.26,8,None,None,None
read_ar2_0,0.20,None,None,None,3
write_tau2_2001,0.47,None,None,None,3
read_tau2_2001,0.19,None,None,None,3
read_dense_result_100000000000_1,0.50,None,None,None,3
read_dense_result_previous_100000000000_1,0.39,None,None,None,3
add_100000002624,0.38,2,None,None,None
write_output_sum_1,0.22,None,None,None,3
read_output_sum_1,0.43,None,None,None,3
multiply_100000003000,0.33,2,None,None,None
read_time_sum_1,0.46,None,None,5,None
write_out_time_mul_1,0.12,None,None,None,3
read_out_time_mul_1,0.22,None,None,None,3
divide_100000000015,0.50,8,None,None,None
read_two_1,0.30,None,None,5,None
write_tau1_and_tau2_1,0.28,None,None,None,3
read_tau1_and_tau2_1,0.13,None,None,None,3
add_100000002625,0.11,2,None,None,None
read_tau1_1001,0.25,None,None,None,3
write_tau1_1001,0.33,None,None,None,3
read_tau2_1001,0.22,None,None,None,3
write_tau2_1001,0.31,None,None,None,3
add_100000002626,0.24,2,None,None,None
divide_100000000016,0.39,8,None,None,None
read_ar1_1,0.41,None,None,None,3
read_tau1_2002,0.33,None,None,None,3
write_tau1_2002,0.39,None,None,None,3
divide_100000000017,0.36,8,None,None,None
read_ar2_1,0.20,None,None,None,3
write_tau2_2002,0.20,None,None,None,3
read_tau2_2002,0.50,None,None,None,3
read_dense_result_200000000000_2,0.30,None,None,None,3
read_dense_result_previous_200000000000_2,0.36,None,None,None,3
add_200000002624,0.19,2,None,None,None
write_output_sum_2,0.32,None,None,None,3
read_output_sum_2,0.28,None,None,None,3
multiply_200000003000,0.43,2,None,None,None
read_time_sum_2,0.49,None,None,5,None
write_out_time_mul_2,0.27,None,None,None,3
read_out_time_mul_2,0.19,None,None,None,3
divide_200000000015,0.45,8,None,None,None
read_two_2,0.20,None,None,5,None
write_tau1_and_tau2_2,0.45,None,None,None,3
read_tau1_and_tau2_2,0.13,None,None,None,3
add_200000002625,0.20,2,None,None,None
read_tau1_1002,0.23,None,None,None,3
write_tau1_1002,0.47,None,None,None,3
read_tau2_1002,0.29,None,None,None,3
write_tau2_1002,0.22,None,None,None,3
add_200000002626,0.45,2,None,None,None
divide_200000000016,0.10,8,None,None,None
read_ar1_2,0.47,None,None,None,3
read_tau1_2003,0.43,None,None,None,3
write_tau1_2003,0.11,None,None,None,3
divide_200000000017,0.32,8,None,None,None
read_ar2_2,0.13,None,None,None,3
write_tau2_2003,0.17,None,None,None,3
read_tau2_2003,0.24,None,None,None,3
read_dense_result_300000000000_3,0.16,None,None,None,3
read_dense_result_previous_300000000000_3,0.33,None,None,None,3
add_300000002624,0.33,2,None,None,None
write_output_sum_3,0.12,None,None,None,3
read_output_sum_3,0.11,None,None,None,3
multiply_300000003000,0.45,2,None,None,None
read_time_sum_3,0.30,None,None,5,None
write_out_time_mul_3,0.46,None,None,None,3
read_out_time_mul_3,0.23,None,None,None,3
divide_300000000015,0.24,8,None,None,None
read_two_3,0.38,None,None,5,None
write_tau1_and_tau2_3,0.18,None,None,None,3
read_tau1_and_tau2_3,0.18,None,None,None,3
add_300000002625,0.11,2,None,None,None
read_tau1_1003,0.40,None,None,None,3
write_tau1_1003,0.43,None,None,None,3
read_tau2_1003,0.22,None,None,None,3
write_tau2_1003,0.48,None,None,None,3
add_300000002626,0.46,2,None,None,None
divide_300000000016,0.34,8,None,None,None
read_ar1_3,0.13,None,None,None,3
read_tau1_2004,0.24,None,None,None,3
write_tau1_2004,0.24,None,None,None,3
divide_300000000017,0.17,8,None,None,None
read_ar2_3,0.32,None,None,None,3
write_tau2_2004,0.46,None,None,None,3
read_tau2_2004,0.19,None,None,None,3
read_dense_result_400000000000_4,0.45,None,None,None,3
read_dense_result_previous_400000000000_4,0.12,None,None,None,3
add_400000002624,0.42,2,None,None,None
write_output_sum_4,0.30,None,None,None,3
read_output_sum_4,0.40,None,None,None,3
multiply_400000003000,0.31,2,None,None,None
read_time_sum_4,0.31,None,None,5,None
write_out_time_mul_4,0.43,None,None,None,3
read_out_time_mul_4,0.39,None,None,None,3
divide_400000000015,0.21,8,None,None,None
read_two_4,0.24,None,None,5,None
write_tau1_and_tau2_4,0.34,None,None,None,3
read_tau1_and_tau2_4,0.39,None,None,None,3
add_400000002625,0.29,2,None,None,None
read_tau1_1004,0.35,None,None,None,3
write_tau1_1004,0.26,None,None,None,3
read_tau2_1004,0.24,None,None,None,3
write_tau2_1004,0.29,None,None,None,3
add_400000002626,0.29,2,None,None,None
divide_400000000016,0.15,8,None,None,None
read_ar1_4,0.12,None,None,None,3
read_tau1_2005,0.23,None,None,None,3
write_tau1_2005,0.16,None,None,None,3
divide_400000000017,0.13,8,None,None,None
read_ar2_4,0.22,None,None,None,3
write_tau2_2005,0.17,None,None,None,3
read_tau2_2005,0.33,None,None,None,3
read_dense_result_500000000000_5,0.49,None,None,None,3
read_dense_result_previous_500000000000_5,0.46,None,None,None,3
add_500000002624,0.13,2,None,None,None
write_output_sum_5,0.25,None,None,None,3
read_output_sum_5,0.15,None,None,None,3
multiply_500000003000,0.48,2,None,None,None
read_time_sum_5,0.17,None,None,5,None
write_out_time_mul_5,0.46,None,None,None,3
read_out_time_mul_5,0.37,None,None,None,3
divide_500000000015,0.23,8,None,None,None
read_two_5,0.19,None,None,5,None
write_tau1_and_tau2_5,0.16,None,None,None,3
read_tau1_and_tau2_5,0.40,None,None,None,3
add_500000002625,0.42,2,None,None,None
